recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-464,"Georgian-style Courgette, Cherry Tomato & Sardine Slaw",,side,Georgian-inspired,easy,4,15,20,"250g pearl barley
250g courgette, chopped
250g cherry tomato, chopped
4 quality sardine fillets or 350g sardine
2 tbsp olive oil
1 tsp coriander
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the pearl barley according to the packet instructions.
2. Roast or steam the courgette and cherry tomato until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality sardine is paired with courgette, cherry tomato and pearl barley for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains sardine
contains courgette
contains cherry tomato
contains pearl barley
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-464,Georgian-style-courgette-cherry-tomato-sardine-slaw
THA-465,"Greek-style Cherry Tomato, Radish & Cottage Cheese Bean Salad",,side,Greek-inspired,easy,4,15,20,"250g wholemeal flatbread
250g cherry tomato, chopped
250g radish, chopped
250g cottage cheese
2 tbsp olive oil
1 tsp dried oregano
1 tsp lemon zest
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholemeal flatbread according to the packet instructions.
2. Roast or steam the cherry tomato and radish until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Cottage Cheese, cherry tomato, radish and wholemeal flatbread create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains cottage cheese
contains cherry tomato
contains radish
contains wholemeal flatbread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-465,Greek-style-cherry-tomato-radish-cottage-cheese-bean-salad
THA-466,"Persian-style Sweetcorn, Pak Choi & Haricot Bean Grain Salad",,side,Persian-inspired,easy,4,15,20,"250g oats
250g sweetcorn, chopped
250g pak choi, chopped
1 x 400g tin haricot beans, drained
2 tbsp olive oil
1 tsp turmeric
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the oats according to the packet instructions.
2. Roast or steam the sweetcorn and pak choi until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Haricot Bean, sweetcorn, pak choi and oats create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains haricot bean
contains sweetcorn
contains pak choi
contains oats
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-466,Persian-style-sweetcorn-pak-choi-haricot-bean-grain-salad
THA-467,"Chinese-style Red Cabbage, Cauliflower & Tuna Roasted Veg",,side,Chinese-inspired,easy,4,15,20,"250g wholewheat pasta
250g red cabbage, chopped
250g cauliflower, chopped
4 quality tuna fillets or 350g tuna
2 tbsp olive oil
1 tsp ginger
1 tsp garlic
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholewheat pasta according to the packet instructions.
2. Roast or steam the red cabbage and cauliflower until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality tuna is paired with red cabbage, cauliflower and wholewheat pasta for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains tuna
contains red cabbage
contains cauliflower
contains wholewheat pasta
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-467,Chinese-style-red-cabbage-cauliflower-tuna-roasted-veg
THA-468,"West African-style Cucumber, Peas & Halloumi Herb Potatoes",,side,West African-inspired,easy,4,15,20,"250g quinoa
250g cucumber, chopped
250g peas, chopped
250g halloumi
2 tbsp olive oil
1 tsp ginger
1 tsp tomato purée
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the quinoa according to the packet instructions.
2. Roast or steam the cucumber and peas until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Halloumi, cucumber, peas and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains halloumi
contains cucumber
contains peas
contains quinoa
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-468,west-African-style-cucumber-peas-halloumi-herb-potatoes
THA-469,"Georgian-style Pumpkin, Mushroom & Butter Bean Slaw",,side,Georgian-inspired,easy,4,15,20,"250g wholegrain wrap
250g pumpkin, chopped
250g mushroom, chopped
1 x 400g tin butter beans, drained
2 tbsp olive oil
1 tsp coriander
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholegrain wrap according to the packet instructions.
2. Roast or steam the pumpkin and mushroom until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Butter Bean, pumpkin, mushroom and wholegrain wrap create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains butter bean
contains pumpkin
contains mushroom
contains wholegrain wrap
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-469,Georgian-style-pumpkin-mushroom-butter-bean-slaw
THA-470,"Greek-style Kale, Fennel & Cod Bean Salad",,side,Greek-inspired,easy,4,15,20,"250g wholegrain bread
250g kale, chopped
250g fennel, chopped
4 quality cod fillets or 350g cod
2 tbsp olive oil
1 tsp dried oregano
1 tsp lemon zest
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholegrain bread according to the packet instructions.
2. Roast or steam the kale and fennel until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality cod is paired with kale, fennel and wholegrain bread for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains cod
contains kale
contains fennel
contains wholegrain bread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-470,Greek-style-kale-fennel-cod-bean-salad
THA-471,"Persian-style Fennel, Red Pepper & Egg Grain Salad",,side,Persian-inspired,easy,4,15,20,"250g wholewheat couscous
250g fennel, chopped
250g red pepper, chopped
6 eggs
2 tbsp olive oil
1 tsp turmeric
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholewheat couscous according to the packet instructions.
2. Roast or steam the fennel and red pepper until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Egg, fennel, red pepper and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains egg
contains fennel
contains red pepper
contains wholewheat couscous
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-471,Persian-style-fennel-red-pepper-egg-grain-salad
THA-472,"Chinese-style Onion, Green Bean & Edamame Roasted Veg",,side,Chinese-inspired,easy,4,15,20,"250g buckwheat
250g onion, chopped
250g green bean, chopped
250g edamames
2 tbsp olive oil
1 tsp ginger
1 tsp garlic
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the buckwheat according to the packet instructions.
2. Roast or steam the onion and green bean until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Edamame, onion, green bean and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains edamame
contains onion
contains green bean
contains buckwheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-472,Chinese-style-onion-green-bean-edamame-roasted-veg
THA-473,"West African-style Cauliflower, Pumpkin & Mackerel Herb Potatoes",,side,West African-inspired,easy,4,15,20,"250g potato
250g cauliflower, chopped
250g pumpkin, chopped
4 quality mackerel fillets or 350g mackerel
2 tbsp olive oil
1 tsp ginger
1 tsp tomato purée
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the potato according to the packet instructions.
2. Roast or steam the cauliflower and pumpkin until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality mackerel is paired with cauliflower, pumpkin and potato for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains mackerel
contains cauliflower
contains pumpkin
contains potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-473,west-African-style-cauliflower-pumpkin-mackerel-herb-potatoes
THA-474,"Georgian-style Courgette, Celery & Feta Slaw",,side,Georgian-inspired,easy,4,15,20,"250g brown basmati rice
250g courgette, chopped
250g celery, chopped
250g feta
2 tbsp olive oil
1 tsp coriander
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the brown basmati rice according to the packet instructions.
2. Roast or steam the courgette and celery until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Feta, courgette, celery and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains feta
contains courgette
contains celery
contains brown basmati rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-474,Georgian-style-courgette-celery-feta-slaw
THA-475,"Greek-style Cherry Tomato, Aubergine & Kidney Bean Bean Salad",,side,Greek-inspired,easy,4,15,20,"250g bulgur wheat
250g cherry tomato, chopped
250g aubergine, chopped
1 x 400g tin kidney beans, drained
2 tbsp olive oil
1 tsp dried oregano
1 tsp lemon zest
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the bulgur wheat according to the packet instructions.
2. Roast or steam the cherry tomato and aubergine until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Kidney Bean, cherry tomato, aubergine and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains kidney bean
contains cherry tomato
contains aubergine
contains bulgur wheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-475,Greek-style-cherry-tomato-aubergine-kidney-bean-bean-salad
THA-476,"Persian-style Sweetcorn, Red Cabbage & Sardine Grain Salad",,side,Persian-inspired,easy,4,15,20,"250g wholewheat noodles
250g sweetcorn, chopped
250g red cabbage, chopped
4 quality sardine fillets or 350g sardine
2 tbsp olive oil
1 tsp turmeric
1 tsp dill
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the wholewheat noodles according to the packet instructions.
2. Roast or steam the sweetcorn and red cabbage until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Quality sardine is paired with sweetcorn, red cabbage and wholewheat noodles for a whole-food meal where protein is balanced by vegetables and fibre.","category: side
contains sardine
contains sweetcorn
contains red cabbage
contains wholewheat noodles
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-476,Persian-style-sweetcorn-red-cabbage-sardine-grain-salad
THA-477,"Chinese-style Red Cabbage, Parsnip & Greek Yoghurt Roasted Veg",,side,Chinese-inspired,easy,4,15,20,"250g sweet potato
250g red cabbage, chopped
250g parsnip, chopped
250g Greek yoghurt
2 tbsp olive oil
1 tsp ginger
1 tsp garlic
Juice of 1 lemon or lime
Fresh herbs, chopped","1. Cook the sweet potato according to the packet instructions.
2. Roast or steam the red cabbage and parsnip until tender.
3. Warm the beans or protein gently if needed.
4. Whisk olive oil, citrus, herbs and spices into a simple dressing.
5. Toss everything together and serve warm or cold.","Greek Yoghurt, red cabbage, parsnip and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: side
contains Greek yoghurt
contains red cabbage
contains parsnip
contains sweet potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-477,Chinese-style-red-cabbage-parsnip-greek-yoghurt-roasted-veg
